class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases
Highly sparse,bcsstm19,817,817,0.12239902080783352,817,817,817,817,0.0,,0.06900000000001683,0.15800000000001546,0.04800000000000182,0.8310000000000173,0.2750000000000341,1.263,,,,,1.26,1.155,1.112,,"{('cu', 'start'): 480.601, ('cu', 'h2dmalloc'): 480.663, ('cu', 'h2d'): 480.674, ('cu', 'workest'): 480.743, ('cu', 'compute'): 480.901, ('cu', 'copy'): 480.949, ('cu', 'pack'): 480.964, ('cu', 'd2h'): 481.795, ('gust', 'start'): 482.12, ('gust', 'h2d'): 482.192, ('gust', 'count'): 482.212, ('gust', 'scan'): 482.252, ('gust', 'expand'): 482.271, ('gust', 'sort'): 482.314, ('gust', 'reduce'): 482.395, ('gust', 'final'): 482.445, ('gust', 'pack'): 482.459, ('gust', 'd2h'): 483.287, ('merge', 'start'): 483.646, ('merge', 'h2d'): 483.719, ('merge', 'count'): 483.739, ('merge', 'scan'): 483.777, ('merge', 'expand'): 483.797, ('merge', 'merge'): 483.817, ('merge', 'final'): 483.85, ('merge', 'compact'): 483.872, ('merge', 'pack'): 483.887, ('merge', 'd2h'): 484.717, ('mrg2', 'start'): 485.052, ('mrg2', 'h2d'): 485.121, ('mrg2', 'count'): 485.141, ('mrg2', 'scan'): 485.177, ('mrg2', 'merge'): 485.197, ('mrg2', 'final'): 485.225, ('mrg2', 'compact'): 485.246, ('mrg2', 'pack'): 485.261, ('mrg2', 'd2h'): 486.081}"
Highly sparse,bcsstk25,15439,252241,0.10582233620331932,1168919,1168919,1168919,1168919,0.0,,0.3410000000000082,0.6510000000000673,0.16799999999989268,4.80600000000004,1.1599999999999682,6.687,,,,,7.334,9.078,6.587,,"{('cu', 'start'): 619.852, ('cu', 'h2dmalloc'): 619.965, ('cu', 'h2d'): 620.299, ('cu', 'workest'): 620.64, ('cu', 'compute'): 621.291, ('cu', 'copy'): 621.459, ('cu', 'pack'): 621.555, ('cu', 'd2h'): 626.361, ('gust', 'start'): 627.524, ('gust', 'h2d'): 627.958, ('gust', 'count'): 628.154, ('gust', 'scan'): 628.21, ('gust', 'expand'): 628.422, ('gust', 'sort'): 629.273, ('gust', 'reduce'): 629.477, ('gust', 'final'): 629.917, ('gust', 'pack'): 629.991, ('gust', 'd2h'): 634.501, ('merge', 'start'): 635.832, ('merge', 'h2d'): 636.261, ('merge', 'count'): 636.502, ('merge', 'scan'): 636.556, ('merge', 'expand'): 637.049, ('merge', 'merge'): 639.483, ('merge', 'final'): 639.701, ('merge', 'compact'): 640.006, ('merge', 'pack'): 640.082, ('merge', 'd2h'): 644.556, ('mrg2', 'start'): 645.875, ('mrg2', 'h2d'): 646.305, ('mrg2', 'count'): 646.554, ('mrg2', 'scan'): 646.609, ('mrg2', 'merge'): 647.236, ('mrg2', 'final'): 647.273, ('mrg2', 'compact'): 647.533, ('mrg2', 'pack'): 647.609, ('mrg2', 'd2h'): 652.122}"
Highly sparse,bcsstk18,11948,149090,0.10443788948628972,713208,713208,713208,713208,0.0,,0.17999999999994998,0.47199999999998,0.1510000000000673,2.675999999999931,0.8029999999999973,3.873,,,,,4.376,5.098,3.712,,"{('cu', 'start'): 535.469, ('cu', 'h2dmalloc'): 535.534, ('cu', 'h2d'): 535.619, ('cu', 'workest'): 535.799, ('cu', 'compute'): 536.271, ('cu', 'copy'): 536.422, ('cu', 'pack'): 536.528, ('cu', 'd2h'): 539.204, ('gust', 'start'): 539.932, ('gust', 'h2d'): 540.077, ('gust', 'count'): 540.131, ('gust', 'scan'): 540.174, ('gust', 'expand'): 540.39, ('gust', 'sort'): 540.898, ('gust', 'reduce'): 541.046, ('gust', 'final'): 541.424, ('gust', 'pack'): 541.516, ('gust', 'd2h'): 544.069, ('merge', 'start'): 544.911, ('merge', 'h2d'): 545.06, ('merge', 'count'): 545.108, ('merge', 'scan'): 545.148, ('merge', 'expand'): 545.492, ('merge', 'merge'): 546.867, ('merge', 'final'): 547.026, ('merge', 'compact'): 547.255, ('merge', 'pack'): 547.32, ('merge', 'd2h'): 549.768, ('mrg2', 'start'): 550.589, ('mrg2', 'h2d'): 550.743, ('mrg2', 'count'): 550.795, ('mrg2', 'scan'): 550.836, ('mrg2', 'merge'): 551.303, ('mrg2', 'final'): 551.338, ('mrg2', 'compact'): 551.572, ('mrg2', 'pack'): 551.641, ('mrg2', 'd2h'): 554.062}"
Highly sparse,bcsstk32,44609,2014701,0.10124314474587429,6819653,6819653,6819653,6819653,0.0,,0.5799999999999272,7.802000000000135,0.31899999999996,26.521999999999935,8.701000000000022,39.633,,,,,47.722,66.834,36.101,,"{('cu', 'start'): 1291.201, ('cu', 'h2dmalloc'): 1291.448, ('cu', 'h2d'): 1294.914, ('cu', 'workest'): 1295.494, ('cu', 'compute'): 1303.296, ('cu', 'copy'): 1303.615, ('cu', 'pack'): 1303.701, ('cu', 'd2h'): 1330.223, ('gust', 'start'): 1336.414, ('gust', 'h2d'): 1340.063, ('gust', 'count'): 1340.406, ('gust', 'scan'): 1340.477, ('gust', 'expand'): 1341.921, ('gust', 'sort'): 1354.644, ('gust', 'reduce'): 1355.939, ('gust', 'final'): 1357.561, ('gust', 'pack'): 1357.67, ('gust', 'd2h'): 1382.893, ('merge', 'start'): 1389.712, ('merge', 'h2d'): 1393.318, ('merge', 'count'): 1393.713, ('merge', 'scan'): 1393.78, ('merge', 'expand'): 1398.97, ('merge', 'merge'): 1428.923, ('merge', 'final'): 1429.612, ('merge', 'compact'): 1430.246, ('merge', 'pack'): 1430.332, ('merge', 'd2h'): 1455.824, ('mrg2', 'start'): 1462.231, ('mrg2', 'h2d'): 1465.923, ('mrg2', 'count'): 1466.328, ('mrg2', 'scan'): 1466.398, ('mrg2', 'merge'): 1471.109, ('mrg2', 'final'): 1471.179, ('mrg2', 'compact'): 1471.976, ('mrg2', 'pack'): 1472.068, ('mrg2', 'd2h'): 1497.797}"
Extremely sparse,bcsstk31,35588,1181416,0.09328153508950845,4713580,4713580,4713580,4713580,0.0,,0.52800000000002,4.48599999999999,0.2559999999999718,18.301000000000045,5.269999999999982,25.668,,,,,29.195,39.827,23.302,,"{('cu', 'start'): 946.099, ('cu', 'h2dmalloc'): 946.265, ('cu', 'h2d'): 947.751, ('cu', 'workest'): 948.279, ('cu', 'compute'): 952.765, ('cu', 'copy'): 953.021, ('cu', 'pack'): 953.106, ('cu', 'd2h'): 971.407, ('gust', 'start'): 975.565, ('gust', 'h2d'): 977.22, ('gust', 'count'): 977.514, ('gust', 'scan'): 977.573, ('gust', 'expand'): 978.404, ('gust', 'sort'): 984.467, ('gust', 'reduce'): 985.159, ('gust', 'final'): 986.268, ('gust', 'pack'): 986.366, ('gust', 'd2h'): 1004.144, ('merge', 'start'): 1008.621, ('merge', 'h2d'): 1010.271, ('merge', 'count'): 1010.611, ('merge', 'scan'): 1010.673, ('merge', 'expand'): 1013.343, ('merge', 'merge'): 1029.249, ('merge', 'final'): 1029.785, ('merge', 'compact'): 1030.306, ('merge', 'pack'): 1030.406, ('merge', 'd2h'): 1047.89, ('mrg2', 'start'): 1052.261, ('mrg2', 'h2d'): 1053.909, ('mrg2', 'count'): 1054.261, ('mrg2', 'scan'): 1054.325, ('mrg2', 'merge'): 1056.912, ('mrg2', 'final'): 1056.98, ('mrg2', 'compact'): 1057.554, ('mrg2', 'pack'): 1057.645, ('mrg2', 'd2h'): 1075.09}"
Extremely sparse,bcsstm08,1074,1074,0.0931098696461825,1074,1074,1074,1074,0.0,,0.07299999999997908,0.1560000000000059,0.04800000000000182,0.8300000000000409,0.2769999999999868,1.267,,,,,1.191,1.125,1.068,,"{('cu', 'start'): 500.243, ('cu', 'h2dmalloc'): 500.308, ('cu', 'h2d'): 500.322, ('cu', 'workest'): 500.395, ('cu', 'compute'): 500.551, ('cu', 'copy'): 500.599, ('cu', 'pack'): 500.614, ('cu', 'd2h'): 501.444, ('gust', 'start'): 501.763, ('gust', 'h2d'): 501.839, ('gust', 'count'): 501.862, ('gust', 'scan'): 501.901, ('gust', 'expand'): 501.921, ('gust', 'sort'): 501.964, ('gust', 'reduce'): 501.999, ('gust', 'final'): 502.05, ('gust', 'pack'): 502.064, ('gust', 'd2h'): 502.868, ('merge', 'start'): 503.206, ('merge', 'h2d'): 503.277, ('merge', 'count'): 503.299, ('merge', 'scan'): 503.337, ('merge', 'expand'): 503.356, ('merge', 'merge'): 503.375, ('merge', 'final'): 503.408, ('merge', 'compact'): 503.429, ('merge', 'pack'): 503.444, ('merge', 'd2h'): 504.249, ('mrg2', 'start'): 504.58, ('mrg2', 'h2d'): 504.648, ('mrg2', 'count'): 504.667, ('mrg2', 'scan'): 504.703, ('mrg2', 'merge'): 504.724, ('mrg2', 'final'): 504.75, ('mrg2', 'compact'): 504.771, ('mrg2', 'pack'): 504.785, ('mrg2', 'd2h'): 505.568}"
Extremely sparse,bcsstm09,1083,1083,0.09233610341643582,1083,1083,1083,1083,0.0,,0.07699999999999818,0.15199999999992997,0.055000000000063665,0.84800000000007,0.2839999999999918,1.294,,,,,1.232,1.182,1.127,,"{('cu', 'start'): 532.695, ('cu', 'h2dmalloc'): 532.756, ('cu', 'h2d'): 532.773, ('cu', 'workest'): 532.85, ('cu', 'compute'): 533.002, ('cu', 'copy'): 533.057, ('cu', 'pack'): 533.074, ('cu', 'd2h'): 533.922, ('gust', 'start'): 534.256, ('gust', 'h2d'): 534.332, ('gust', 'count'): 534.353, ('gust', 'scan'): 534.395, ('gust', 'expand'): 534.417, ('gust', 'sort'): 534.462, ('gust', 'reduce'): 534.498, ('gust', 'final'): 534.553, ('gust', 'pack'): 534.568, ('gust', 'd2h'): 535.401, ('merge', 'start'): 535.748, ('merge', 'h2d'): 535.822, ('merge', 'count'): 535.845, ('merge', 'scan'): 535.887, ('merge', 'expand'): 535.909, ('merge', 'merge'): 535.928, ('merge', 'final'): 535.964, ('merge', 'compact'): 535.986, ('merge', 'pack'): 536.003, ('merge', 'd2h'): 536.845, ('mrg2', 'start'): 537.2, ('mrg2', 'h2d'): 537.279, ('mrg2', 'count'): 537.299, ('mrg2', 'scan'): 537.342, ('mrg2', 'merge'): 537.364, ('mrg2', 'final'): 537.393, ('mrg2', 'compact'): 537.415, ('mrg2', 'pack'): 537.432, ('mrg2', 'd2h'): 538.244}"
Extremely sparse,bcspwr10,5300,21842,0.07775720897116412,60498,60498,60498,60498,0.0,,0.06299999999998818,0.23500000000001364,0.05099999999998772,0.7349999999999568,0.34899999999998954,1.248,,,,,1.405,1.239,1.081,,"{('cu', 'start'): 471.263, ('cu', 'h2dmalloc'): 471.321, ('cu', 'h2d'): 471.342, ('cu', 'workest'): 471.405, ('cu', 'compute'): 471.64, ('cu', 'copy'): 471.691, ('cu', 'pack'): 471.706, ('cu', 'd2h'): 472.441, ('gust', 'start'): 472.76, ('gust', 'h2d'): 472.836, ('gust', 'count'): 472.859, ('gust', 'scan'): 472.896, ('gust', 'expand'): 472.922, ('gust', 'sort'): 473.174, ('gust', 'reduce'): 473.263, ('gust', 'final'): 473.366, ('gust', 'pack'): 473.383, ('gust', 'd2h'): 474.076, ('merge', 'start'): 474.415, ('merge', 'h2d'): 474.498, ('merge', 'count'): 474.522, ('merge', 'scan'): 474.56, ('merge', 'expand'): 474.592, ('merge', 'merge'): 474.754, ('merge', 'final'): 474.792, ('merge', 'compact'): 474.872, ('merge', 'pack'): 474.89, ('merge', 'd2h'): 475.569, ('mrg2', 'start'): 475.898, ('mrg2', 'h2d'): 475.979, ('mrg2', 'count'): 476.007, ('mrg2', 'scan'): 476.051, ('mrg2', 'merge'): 476.102, ('mrg2', 'final'): 476.133, ('mrg2', 'compact'): 476.16, ('mrg2', 'pack'): 476.174, ('mrg2', 'd2h'): 476.896}"
Extremely sparse,bcsstm11,1473,1473,0.0678886625933469,1473,1473,1473,1473,0.0,,0.08000000000004093,0.1560000000000059,0.055999999999983174,0.8979999999999677,0.29200000000003,1.376,,,,,1.302,1.227,1.352,,"{('cu', 'start'): 494.998, ('cu', 'h2dmalloc'): 495.061, ('cu', 'h2d'): 495.085, ('cu', 'workest'): 495.165, ('cu', 'compute'): 495.321, ('cu', 'copy'): 495.377, ('cu', 'pack'): 495.398, ('cu', 'd2h'): 496.296, ('gust', 'start'): 496.634, ('gust', 'h2d'): 496.714, ('gust', 'count'): 496.739, ('gust', 'scan'): 496.783, ('gust', 'expand'): 496.807, ('gust', 'sort'): 496.855, ('gust', 'reduce'): 496.899, ('gust', 'final'): 496.953, ('gust', 'pack'): 496.97, ('gust', 'd2h'): 497.841, ('merge', 'start'): 498.211, ('merge', 'h2d'): 498.297, ('merge', 'count'): 498.322, ('merge', 'scan'): 498.365, ('merge', 'expand'): 498.387, ('merge', 'merge'): 498.411, ('merge', 'final'): 498.448, ('merge', 'compact'): 498.475, ('merge', 'pack'): 498.494, ('merge', 'd2h'): 499.345, ('mrg2', 'start'): 499.696, ('mrg2', 'h2d'): 499.776, ('mrg2', 'count'): 499.8, ('mrg2', 'scan'): 499.841, ('mrg2', 'merge'): 499.867, ('mrg2', 'final'): 499.899, ('mrg2', 'compact'): 499.925, ('mrg2', 'pack'): 499.943, ('mrg2', 'd2h'): 500.947}"
Extremely sparse,bcsstm26,1922,1922,0.052029136316337155,1922,1922,1922,1922,0.0,,0.06300000000004502,0.15899999999999181,0.04899999999997817,0.6350000000000477,0.271000000000015,1.068,,,,,1.009,0.919,0.922,,"{('cu', 'start'): 478.489, ('cu', 'h2dmalloc'): 478.548, ('cu', 'h2d'): 478.561, ('cu', 'workest'): 478.624, ('cu', 'compute'): 478.783, ('cu', 'copy'): 478.832, ('cu', 'pack'): 478.847, ('cu', 'd2h'): 479.482, ('gust', 'start'): 479.804, ('gust', 'h2d'): 479.872, ('gust', 'count'): 479.892, ('gust', 'scan'): 479.931, ('gust', 'expand'): 479.95, ('gust', 'sort'): 480.002, ('gust', 'reduce'): 480.038, ('gust', 'final'): 480.091, ('gust', 'pack'): 480.104, ('gust', 'd2h'): 480.725, ('merge', 'start'): 481.07, ('merge', 'h2d'): 481.14, ('merge', 'count'): 481.16, ('merge', 'scan'): 481.198, ('merge', 'expand'): 481.216, ('merge', 'merge'): 481.235, ('merge', 'final'): 481.269, ('merge', 'compact'): 481.291, ('merge', 'pack'): 481.305, ('merge', 'd2h'): 481.898, ('mrg2', 'start'): 482.236, ('mrg2', 'h2d'): 482.304, ('mrg2', 'count'): 482.324, ('mrg2', 'scan'): 482.36, ('mrg2', 'merge'): 482.38, ('mrg2', 'final'): 482.408, ('mrg2', 'compact'): 482.431, ('mrg2', 'pack'): 482.445, ('mrg2', 'd2h'): 483.075}"
Extremely sparse,bcsstm23,3134,3134,0.031908104658583285,3134,3134,3134,3134,0.0,,0.07400000000001228,0.15999999999996817,0.05200000000002092,0.8380000000000223,0.28600000000000136,1.33,,,,,1.335,1.197,1.164,,"{('cu', 'start'): 479.327, ('cu', 'h2dmalloc'): 479.395, ('cu', 'h2d'): 479.416, ('cu', 'workest'): 479.49, ('cu', 'compute'): 479.65, ('cu', 'copy'): 479.702, ('cu', 'pack'): 479.741, ('cu', 'd2h'): 480.579, ('gust', 'start'): 480.922, ('gust', 'h2d'): 481.012, ('gust', 'count'): 481.036, ('gust', 'scan'): 481.078, ('gust', 'expand'): 481.102, ('gust', 'sort'): 481.212, ('gust', 'reduce'): 481.252, ('gust', 'final'): 481.304, ('gust', 'pack'): 481.32, ('gust', 'd2h'): 482.159, ('merge', 'start'): 482.521, ('merge', 'h2d'): 482.609, ('merge', 'count'): 482.632, ('merge', 'scan'): 482.673, ('merge', 'expand'): 482.696, ('merge', 'merge'): 482.739, ('merge', 'final'): 482.774, ('merge', 'compact'): 482.798, ('merge', 'pack'): 482.814, ('merge', 'd2h'): 483.619, ('mrg2', 'start'): 483.983, ('mrg2', 'h2d'): 484.069, ('mrg2', 'count'): 484.093, ('mrg2', 'scan'): 484.133, ('mrg2', 'merge'): 484.155, ('mrg2', 'final'): 484.184, ('mrg2', 'compact'): 484.208, ('mrg2', 'pack'): 484.223, ('mrg2', 'd2h'): 485.053}"
Extremely sparse,bcsstm24,3562,3562,0.028074115665356544,3562,3562,3562,3562,0.0,,0.07600000000002183,0.16500000000002046,0.057999999999992724,0.8809999999999718,0.299000000000035,1.377,,,,,1.436,1.295,1.319,,"{('cu', 'start'): 486.232, ('cu', 'h2dmalloc'): 486.302, ('cu', 'h2d'): 486.323, ('cu', 'workest'): 486.399, ('cu', 'compute'): 486.564, ('cu', 'copy'): 486.622, ('cu', 'pack'): 486.641, ('cu', 'd2h'): 487.522, ('gust', 'start'): 487.876, ('gust', 'h2d'): 487.968, ('gust', 'count'): 487.993, ('gust', 'scan'): 488.04, ('gust', 'expand'): 488.068, ('gust', 'sort'): 488.184, ('gust', 'reduce'): 488.23, ('gust', 'final'): 488.284, ('gust', 'pack'): 488.303, ('gust', 'd2h'): 489.201, ('merge', 'start'): 489.575, ('merge', 'h2d'): 489.664, ('merge', 'count'): 489.699, ('merge', 'scan'): 489.746, ('merge', 'expand'): 489.771, ('merge', 'merge'): 489.799, ('merge', 'final'): 489.839, ('merge', 'compact'): 489.871, ('merge', 'pack'): 489.89, ('merge', 'd2h'): 490.758, ('mrg2', 'start'): 491.137, ('mrg2', 'h2d'): 491.23, ('mrg2', 'count'): 491.258, ('mrg2', 'scan'): 491.304, ('mrg2', 'merge'): 491.334, ('mrg2', 'final'): 491.369, ('mrg2', 'compact'): 491.397, ('mrg2', 'pack'): 491.417, ('mrg2', 'd2h'): 492.344}"
Extremely sparse,bcsstm21,3600,3600,0.027777777777777776,3600,3600,3600,3600,0.0,,0.06900000000001683,0.15799999999995862,0.05000000000001137,0.811999999999955,0.2769999999999868,1.259,,,,,1.307,1.306,1.134,,"{('cu', 'start'): 487.697, ('cu', 'h2dmalloc'): 487.761, ('cu', 'h2d'): 487.779, ('cu', 'workest'): 487.848, ('cu', 'compute'): 488.006, ('cu', 'copy'): 488.056, ('cu', 'pack'): 488.071, ('cu', 'd2h'): 488.883, ('gust', 'start'): 489.215, ('gust', 'h2d'): 489.3, ('gust', 'count'): 489.321, ('gust', 'scan'): 489.363, ('gust', 'expand'): 489.409, ('gust', 'sort'): 489.52, ('gust', 'reduce'): 489.558, ('gust', 'final'): 489.608, ('gust', 'pack'): 489.623, ('gust', 'd2h'): 490.425, ('merge', 'start'): 490.781, ('merge', 'h2d'): 490.863, ('merge', 'count'): 490.887, ('merge', 'scan'): 490.928, ('merge', 'expand'): 490.947, ('merge', 'merge'): 490.97, ('merge', 'final'): 491.005, ('merge', 'compact'): 491.03, ('merge', 'pack'): 491.045, ('merge', 'd2h'): 491.995, ('mrg2', 'start'): 492.476, ('mrg2', 'h2d'): 492.561, ('mrg2', 'count'): 492.584, ('mrg2', 'scan'): 492.627, ('mrg2', 'merge'): 492.649, ('mrg2', 'final'): 492.679, ('mrg2', 'compact'): 492.703, ('mrg2', 'pack'): 492.718, ('mrg2', 'd2h'): 493.519}"
Extremely sparse,bcsstm25,15439,15439,0.006477103439341926,15439,15439,15439,15439,0.0,,0.07100000000002638,0.15499999999997272,0.05200000000002092,0.9089999999999918,0.27800000000002,1.375,,,,,1.406,1.262,1.234,,"{('cu', 'start'): 513.558, ('cu', 'h2dmalloc'): 513.62, ('cu', 'h2d'): 513.66, ('cu', 'workest'): 513.731, ('cu', 'compute'): 513.886, ('cu', 'copy'): 513.938, ('cu', 'pack'): 513.953, ('cu', 'd2h'): 514.862, ('gust', 'start'): 515.19, ('gust', 'h2d'): 515.284, ('gust', 'count'): 515.307, ('gust', 'scan'): 515.349, ('gust', 'expand'): 515.385, ('gust', 'sort'): 515.508, ('gust', 'reduce'): 515.544, ('gust', 'final'): 515.595, ('gust', 'pack'): 515.609, ('gust', 'd2h'): 516.509, ('merge', 'start'): 516.865, ('merge', 'h2d'): 516.959, ('merge', 'count'): 516.984, ('merge', 'scan'): 517.025, ('merge', 'expand'): 517.052, ('merge', 'merge'): 517.083, ('merge', 'final'): 517.118, ('merge', 'compact'): 517.152, ('merge', 'pack'): 517.168, ('merge', 'd2h'): 518.041, ('mrg2', 'start'): 518.38, ('mrg2', 'h2d'): 518.475, ('mrg2', 'count'): 518.5, ('mrg2', 'scan'): 518.54, ('mrg2', 'merge'): 518.57, ('mrg2', 'final'): 518.6, ('mrg2', 'compact'): 518.634, ('mrg2', 'pack'): 518.656, ('mrg2', 'd2h'): 519.527}"
